Facility Name,Latitude,Longitude,Geometry,Sectors_Industry_Type,Total reported direct emissions
AMERICAN ACRYL PASADENA,29.62132,-95.06676,"{""type"":""Point"",""coordinates"":[-95.06676,29.62132]}",Chemicals,76007.364
AMERICAN AIRLINES,36.204822,-95.868808,"{""type"":""Point"",""coordinates"":[-95.868808,36.204822]}",Other,38144.708
AMERICAN AVENUE LANDFILL,36.6659,-120.1382,"{""type"":""Point"",""coordinates"":[-120.1382,36.6659]}",Waste,94792.05
AMERICAN CAST IRON PIPE CO,33.54698,-86.83465,"{""type"":""Point"",""coordinates"":[-86.83465,33.54698]}",Metals,155966.068
"AMERICAN CEMENT COMPANY, LLC",28.760864,-82.025353,"{""type"":""Point"",""coordinates"":[-82.025353,28.760864]}",Minerals,444486.05
AMERICAN COLLOID,44.6835,-103.85716,"{""type"":""Point"",""coordinates"":[-103.85716,44.6835]}",Other,105591.724
AMERICAN CRYSTAL SUGAR - CROOKSTON,47.764444,-96.6325,"{""type"":""Point"",""coordinates"":[-96.6325,47.764444]}","Minerals,Waste",320408.082
AMERICAN CRYSTAL SUGAR - E GRAND FORKS,47.925833,-97.006111,"{""type"":""Point"",""coordinates"":[-97.006111,47.925833]}","Minerals,Waste",336140.24
AMERICAN CRYSTAL SUGAR - HILLSBORO,47.435833,-97.0625,"{""type"":""Point"",""coordinates"":[-97.0625,47.435833]}","Minerals,Waste",470457.868
AMERICAN CRYSTAL SUGAR - MOORHEAD,46.903056,-96.759722,"{""type"":""Point"",""coordinates"":[-96.759722,46.903056]}","Minerals,Waste",318468.89
AMERICAN ENVIRONMENTAL LANDFILL,36.163345,-96.188988,"{""type"":""Point"",""coordinates"":[-96.188988,36.163345]}",Waste,136427.432
AMERICAN GYPSUM - BERNALILLO (WALLBOARD) PLANT,35.329352,-106.525777,"{""type"":""Point"",""coordinates"":[-106.525777,35.329352]}",Minerals,0
AMERICAN GYPSUM CO /GYPSUM WALLBOARD PLT,34.66,-99.587222,"{""type"":""Point"",""coordinates"":[-99.587222,34.66]}",Minerals,78356.904
AMERICAN GYPSUM COMPANY,39.66067,106.939169,"{""type"":""Point"",""coordinates"":[106.939169,39.66067]}",Minerals,55647.34
AMERICAN GYPSUM COMPANY,35.1709,-106.59578,"{""type"":""Point"",""coordinates"":[-106.59578,35.1709]}",Minerals,39516.152
AMERICAN PROTEINS INCORPORATED HANCEVILLE DIVISION,-33.956949,-86.809218,"{""type"":""Point"",""coordinates"":[-86.809218,-33.956949]}",Other,86658.724
AMERICAN REFINING GROUP INC,41.965472,-78.633108,"{""type"":""Point"",""coordinates"":[-78.633108,41.965472]}","Petroleum Product Suppliers,Refineries",147292.444
AMERICAN SUGAR REFINING INC - Chalmette Refinery,29.953741,-89.997638,"{""type"":""Point"",""coordinates"":[-89.997638,29.953741]}",Other,125480.228
AMERICAN SYNTHETIC RUBBER,38.209317,-85.847511,"{""type"":""Point"",""coordinates"":[-85.847511,38.209317]}",Other,250534.298
AMERICAS STYRENICS LLC - ST JAMES PLANT,30.08013,-90.916,"{""type"":""Point"",""coordinates"":[-90.916,30.08013]}",Chemicals,666631.216
AMGEN INC,34.19201,-118.91968,"{""type"":""Point"",""coordinates"":[-118.91968,34.19201]}",Chemicals,19971.524
"AMGEN MANUFACTURING, LIMITED",18.235793,-65.904429,"{""type"":""Point"",""coordinates"":[-65.904429,18.235793]}",Chemicals,31530.738
AMP Fremont Energy Center,41.3771,-83.1615,"{""type"":""Point"",""coordinates"":[-83.1615,41.3771]}",Power Plants,1277223.114
ANCHOR ACQUISITION LLC MONACA PLT,40.69152,-80.2808,"{""type"":""Point"",""coordinates"":[-80.2808,40.69152]}",Minerals,46090.316
ANCHOR HOCKING GLASS CO PLANT NO 1 *,39.71923,-82.61895,"{""type"":""Point"",""coordinates"":[-82.61895,39.71923]}",Minerals,106202.008
ANCHORAGE REGIONAL LANDFILL,61.295803,-149.593062,"{""type"":""Point"",""coordinates"":[-149.593062,61.295803]}",Waste,500006.3
ANDECTOR BOOSTER STATION,32.0414,-102.6808,"{""type"":""Point"",""coordinates"":[-102.6808,32.0414]}",Petroleum and Natural Gas Systems,24511.613
ANDERSON LANDFILL,40.41589,-122.35772,"{""type"":""Point"",""coordinates"":[-122.35772,40.41589]}",Waste,43313.5
ANDERSONS ALBION ETHANOL LLC,42.259646,-84.789726,"{""type"":""Point"",""coordinates"":[-84.789726,42.259646]}","Other,Suppliers of CO2,Waste",96737.582
ANDERSONS CLYMERS ETHANOL LLC,40.719022,-86.435982,"{""type"":""Point"",""coordinates"":[-86.435982,40.719022]}",Other,184835.604
ANDERSONS DENISON ETHANOL LLC,41.994167,-95.39,"{""type"":""Point"",""coordinates"":[-95.39,41.994167]}","Other,Waste",83555.432
ANDERSONS MARATHON ETHANOL LLC,40.081111,-84.591667,"{""type"":""Point"",""coordinates"":[-84.591667,40.081111]}","Other,Suppliers of CO2,Waste",182885.158
ANGELINA COUNTY WASTE MANAGEMENT CENTER,31.2525,-94.695,"{""type"":""Point"",""coordinates"":[-94.695,31.2525]}",Waste,67907
ANGUS CHEMICAL CO,32.692737,-92.081484,"{""type"":""Point"",""coordinates"":[-92.081484,32.692737]}",Chemicals,116489.408
ANHEUSER BUSCH BALDWINSVILLE BREWERY,43.1691,-76.3112,"{""type"":""Point"",""coordinates"":[-76.3112,43.1691]}","Other,Suppliers of CO2",32283.714
ANHEUSER BUSCH INC,40.103056,-82.993056,"{""type"":""Point"",""coordinates"":[-82.993056,40.103056]}",Other,42593.62
ANHEUSER BUSCH INC. - L.A. BREWERY,34.21951,-118.47894,"{""type"":""Point"",""coordinates"":[-118.47894,34.21951]}",Other,37347.586
ANHEUSER BUSCH INCORPORATED FORT COLLINS BREWERY,40.619722,-105.006111,"{""type"":""Point"",""coordinates"":[-105.006111,40.619722]}","Other,Suppliers of CO2",51002.108
ANHEUSER BUSCH LLC,38.23632,-122.09172,"{""type"":""Point"",""coordinates"":[-122.09172,38.23632]}",Other,13991.002
ANHEUSER BUSCH LLC,37.237518,-76.652662,"{""type"":""Point"",""coordinates"":[-76.652662,37.237518]}",Other,44308.876
ANHEUSER-BUSCH HOUSTON BREWERY,29.774444,-95.270833,"{""type"":""Point"",""coordinates"":[-95.270833,29.774444]}",Other,23664.494
ANHEUSER-BUSCH LLC,42.82407,-71.485564,"{""type"":""Point"",""coordinates"":[-71.485564,42.82407]}","Other,Suppliers of CO2",15863.69
ANHEUSER-BUSCH LLC,30.432823,-81.647707,"{""type"":""Point"",""coordinates"":[-81.647707,30.432823]}",Other,57552.828
"ANHEUSER-BUSCH, INC. CARTERSVI LLE BREWERY",34.25768,-84.78162,"{""type"":""Point"",""coordinates"":[-84.78162,34.25768]}",Other,24319.392
"ANHEUSER-BUSCH, INC. NEWARK BREWERY",40.693625,-74.195918,"{""type"":""Point"",""coordinates"":[-74.195918,40.693625]}",Other,22853.93
ANIMAS POWER PLANT,36.72502,-108.19193,"{""type"":""Point"",""coordinates"":[-108.19193,36.72502]}",Power Plants,28432.792
ANN ARBOR SLF PHASE I & II,42.22738,-83.69977,"{""type"":""Point"",""coordinates"":[-83.69977,42.22738]}",Waste,35440
"ANP Bellingham Energy Company, LLC",42.1113,-71.4529,"{""type"":""Point"",""coordinates"":[-71.4529,42.1113]}",Power Plants,1025899.148
"ANP Blackstone Energy Company, LLC",42.0575,-71.5172,"{""type"":""Point"",""coordinates"":[-71.5172,42.0575]}",Power Plants,816455.724
ANR Pipeline Alden CS,38.214341,-98.289215,"{""type"":""Point"",""coordinates"":[-98.289215,38.214341]}",Petroleum and Natural Gas Systems,36852.092
ANR Pipeline Birmingham CS,40.901819,-91.967609,"{""type"":""Point"",""coordinates"":[-91.967609,40.901819]}",Petroleum and Natural Gas Systems,44069.914
ANR Pipeline Bridgman CS,41.897126,-86.534271,"{""type"":""Point"",""coordinates"":[-86.534271,41.897126]}",Petroleum and Natural Gas Systems,53849.948
ANR Pipeline Brownsville CS,35.44545,-89.28553,"{""type"":""Point"",""coordinates"":[-89.28553,35.44545]}",Petroleum and Natural Gas Systems,11106.89
ANR Pipeline Celestine CS,38.377528,-86.777306,"{""type"":""Point"",""coordinates"":[-86.777306,38.377528]}",Petroleum and Natural Gas Systems,10353.588
ANR Pipeline Cottage Grove CS,36.390381,-88.481323,"{""type"":""Point"",""coordinates"":[-88.481323,36.390381]}",Petroleum and Natural Gas Systems,12554.124
ANR Pipeline Defiance CS,41.349885,-84.359487,"{""type"":""Point"",""coordinates"":[-84.359487,41.349885]}",Petroleum and Natural Gas Systems,63867.294
ANR Pipeline Delhi CS,32.465897,-91.604473,"{""type"":""Point"",""coordinates"":[-91.604473,32.465897]}",Petroleum and Natural Gas Systems,5910.648
ANR Pipeline E.G. Hill CS,36.494444,-101.469444,"{""type"":""Point"",""coordinates"":[-101.469444,36.494444]}",Petroleum and Natural Gas Systems,45439.652
ANR Pipeline Enterprise CS,38.82912,-97.09479,"{""type"":""Point"",""coordinates"":[-97.09479,38.82912]}",Petroleum and Natural Gas Systems,36941.186
ANR Pipeline Goodman CS,45.653597,-88.386651,"{""type"":""Point"",""coordinates"":[-88.386651,45.653597]}",Petroleum and Natural Gas Systems,641.898
ANR Pipeline Greensburg CS,37.61422,-99.396874,"{""type"":""Point"",""coordinates"":[-99.396874,37.61422]}",Petroleum and Natural Gas Systems,37299.936
ANR Pipeline Greenville CS,33.372167,-91.00575,"{""type"":""Point"",""coordinates"":[-91.00575,33.372167]}",Petroleum and Natural Gas Systems,8757.396
ANR Pipeline Hamilton CS,42.66621,-85.95642,"{""type"":""Point"",""coordinates"":[-85.95642,42.66621]}",Petroleum and Natural Gas Systems,46210.192
ANR Pipeline Blue Lake Complex Gas Storage Facility,44.84469,-84.96916,"{""type"":""Point"",""coordinates"":[-84.96916,44.84469]}",Petroleum and Natural Gas Systems,35548.73
ANR Pipeline Havensville CS,39.4911,-96.04224,"{""type"":""Point"",""coordinates"":[-96.04224,39.4911]}",Petroleum and Natural Gas Systems,28716.496
ANR Pipeline Lincoln Gas Storage Facility,43.942122,-84.93902,"{""type"":""Point"",""coordinates"":[-84.93902,43.942122]}",Petroleum and Natural Gas Systems,6552.334
ANR Pipeline Lineville CS,40.630044,-93.540108,"{""type"":""Point"",""coordinates"":[-93.540108,40.630044]}",Petroleum and Natural Gas Systems,39414.474
ANR Pipeline Madisonville CS,37.3823,-87.6177,"{""type"":""Point"",""coordinates"":[-87.6177,37.3823]}",Petroleum and Natural Gas Systems,5861.188
ANR Pipeline Maitland CS,40.175383,-95.122361,"{""type"":""Point"",""coordinates"":[-95.122361,40.175383]}",Petroleum and Natural Gas Systems,48590.796
ANR Pipeline Meade CS,37.078655,-100.47068,"{""type"":""Point"",""coordinates"":[-100.47068,37.078655]}",Petroleum and Natural Gas Systems,27648.174
ANR Pipeline Mooreland CS,36.473972,-99.145615,"{""type"":""Point"",""coordinates"":[-99.145615,36.473972]}",Petroleum and Natural Gas Systems,23238.57
ANR Pipeline New Windsor CS,41.21009,-90.43646,"{""type"":""Point"",""coordinates"":[-90.43646,41.21009]}",Petroleum and Natural Gas Systems,35465.396
ANR Pipeline Patterson CS,29.691875,-91.342885,"{""type"":""Point"",""coordinates"":[-91.342885,29.691875]}",Petroleum and Natural Gas Systems,28201.308
ANR Pipeline Portland CS,40.4435,-85.09688,"{""type"":""Point"",""coordinates"":[-85.09688,40.4435]}",Petroleum and Natural Gas Systems,38550.042
ANR Pipeline Sandwich CS,41.6227,-88.58117,"{""type"":""Point"",""coordinates"":[-88.58117,41.6227]}",Petroleum and Natural Gas Systems,24772.294
ANR Pipeline Sardis CS,34.423167,-90.125639,"{""type"":""Point"",""coordinates"":[-90.125639,34.423167]}",Petroleum and Natural Gas Systems,7846.086
ANR Pipeline Shelbyville CS,39.439972,-85.876694,"{""type"":""Point"",""coordinates"":[-85.876694,39.439972]}",Petroleum and Natural Gas Systems,25308.996
ANR Pipeline St. John CS,41.431667,-87.488972,"{""type"":""Point"",""coordinates"":[-87.488972,41.431667]}",Petroleum and Natural Gas Systems,30611.562
ANR Pipeline Woodstock CS,42.28834,-88.49539,"{""type"":""Point"",""coordinates"":[-88.49539,42.28834]}",Petroleum and Natural Gas Systems,26441.662
ANR Pipeline Woolfolk CS,43.6249,-85.3844,"{""type"":""Point"",""coordinates"":[-85.3844,43.6249]}",Petroleum and Natural Gas Systems,37430.39
ANSHUTZ RANCH EAST GAS PLANT,41.067222,-111.040833,"{""type"":""Point"",""coordinates"":[-111.040833,41.067222]}",Petroleum and Natural Gas Systems,21039.852
ANTELOPE RIDGE GAS PLANT,32.2995,-103.4539,"{""type"":""Point"",""coordinates"":[-103.4539,32.2995]}",Petroleum and Natural Gas Systems,13030.562
ANTELOPE VALLEY RECYCLING AND DISPOSAL FACILITY,34.56786,-118.13934,"{""type"":""Point"",""coordinates"":[-118.13934,34.56786]}",Waste,45817.45
APACHE JUNCTION LANDFILL,33.377849,-111.528771,"{""type"":""Point"",""coordinates"":[-111.528771,33.377849]}",Waste,150976
APACHE NITROGEN PRODUCTS - PLANT,31.88,-110.24,"{""type"":""Point"",""coordinates"":[-110.24,31.88]}",Chemicals,431364.514
"APEX ENVIRONMENTAL, LLC - SANITARY LANDFILL (0641000223)",40.432403,-80.911512,"{""type"":""Point"",""coordinates"":[-80.911512,40.432403]}",Waste,210859.75
APEX REGIONAL LANDFILL,36.29423,-115.28183,"{""type"":""Point"",""coordinates"":[-115.28183,36.29423]}",Waste,167600.686
APPLEBY TREATER,31.6912,-94.5833,"{""type"":""Point"",""coordinates"":[-94.5833,31.6912]}",Petroleum and Natural Gas Systems,52847.304
APPLETON ROARING SPRING PAPER MFG,40.33873,-78.405175,"{""type"":""Point"",""coordinates"":[-78.405175,40.33873]}",Pulp and Paper,102756.87
APPVION - APPLETON PLT,44.27281,-88.39311,"{""type"":""Point"",""coordinates"":[-88.39311,44.27281]}",Pulp and Paper,39074.952
"APPVION, INC. WEST CARROLLTON",39.652127,-84.186718,"{""type"":""Point"",""coordinates"":[-84.186718,39.652127]}",Pulp and Paper,12984.352
APS Saguaro Power Plant,32.5517,-111.3,"{""type"":""Point"",""coordinates"":[-111.3,32.5517]}",Power Plants,14910.996
APS West Phoenix Power Plant,33.4417,-112.1583,"{""type"":""Point"",""coordinates"":[-112.1583,33.4417]}",Power Plants,854171.828
AR GLASS CONTAINER CORP,35.84589,-90.7095,"{""type"":""Point"",""coordinates"":[-90.7095,35.84589]}",Minerals,15722.152
ARCELORMITTAL BURNS HARBOR LLC,41.630556,-87.126944,"{""type"":""Point"",""coordinates"":[-87.126944,41.630556]}",Metals,9463058.56
ARCELORMITTAL LAPLACE LLC,30.03686,-90.46454,"{""type"":""Point"",""coordinates"":[-90.46454,30.03686]}",Metals,74865.188
ARCELORMITTAL MONESSEN,40.161547,-79.883469,"{""type"":""Point"",""coordinates"":[-79.883469,40.161547]}",Metals,169651.036
ARCELORMITTAL PLATE LLC,39.98301,-75.82791,"{""type"":""Point"",""coordinates"":[-75.82791,39.98301]}",Metals,157977.196
ARCELORMITTAL PLATE LLC/CONSHOHOCKEN PLT,40.090954,-75.31707,"{""type"":""Point"",""coordinates"":[-75.31707,40.090954]}",Metals,46801.924
ARCELORMITTAL RIVERDALE LLC,41.656474,-87.625847,"{""type"":""Point"",""coordinates"":[-87.625847,41.656474]}",Metals,127749.124
ARCELORMITTAL STEELTON LLC/STEELTON,40.231324,-76.840414,"{""type"":""Point"",""coordinates"":[-76.840414,40.231324]}",Metals,216414.628
ARCELORMITTAL TUBULAR PRODUCTS SHELBY LLC,40.88119,-82.66758,"{""type"":""Point"",""coordinates"":[-82.66758,40.88119]}",Metals,58938.628
ARCELORMITTAL VINTON INC,31.96534,-106.585052,"{""type"":""Point"",""coordinates"":[-106.585052,31.96534]}",Metals,47737.572
ARCELORMITTAL WARREN  (0278000648),41.211242,-80.81682,"{""type"":""Point"",""coordinates"":[-80.81682,41.211242]}",Metals,194910.712
ARCHER DANIEL MIDLAND COMPANY,41.42139,-97.288612,"{""type"":""Point"",""coordinates"":[-97.288612,41.42139]}","Other,Waste",1160743.402
ARCHER DANIELS MIDLAND,44.474067,-95.783679,"{""type"":""Point"",""coordinates"":[-95.783679,44.474067]}","Other,Suppliers of CO2,Waste",171890.882
ARCHER DANIELS MIDLAND,40.2853,-86.5479,"{""type"":""Point"",""coordinates"":[-86.5479,40.2853]}",Other,63928.06
ARCHER DANIELS MIDLAND COMPANY,40.86667,-96.619116,"{""type"":""Point"",""coordinates"":[-96.619116,40.86667]}",Other,157216.97
ARCHER DANIELS MIDLAND PROCESSING,48.02252,-100.884837,"{""type"":""Point"",""coordinates"":[-100.884837,48.02252]}",Other,31361.23
ARDEN LDFL,40.208427,-80.264771,"{""type"":""Point"",""coordinates"":[-80.264771,40.208427]}",Waste,36823.972
ARGOS CEMENT LLC. - ROBERTA PLANT,33.1043,-86.7985,"{""type"":""Point"",""coordinates"":[-86.7985,33.1043]}",Minerals,823841.25
ARIZONA CHEMICAL,40.50797,-81.47659,"{""type"":""Point"",""coordinates"":[-81.47659,40.50797]}",Chemicals,30550.584
ARIZONA CHEMICAL COMPANY,30.144577,-85.61813,"{""type"":""Point"",""coordinates"":[-85.61813,30.144577]}",Chemicals,72877.576
ARIZONA STATE UNIVERSITY,33.42195,-111.935,"{""type"":""Point"",""coordinates"":[-111.935,33.42195]}",Other,4879.532
ARK STEEL ASSOCIATES,35.648518,-91.244662,"{""type"":""Point"",""coordinates"":[-91.244662,35.648518]}",Metals,56052.904
ARKALON ETHANOL LLC,37.107705,-100.796294,"{""type"":""Point"",""coordinates"":[-100.796294,37.107705]}","Other,Suppliers of CO2",116849.26
ARKANSAS LIME COMPANY,35.794009,-91.718918,"{""type"":""Point"",""coordinates"":[-91.718918,35.794009]}",Minerals,407755.93
ARKEMA BEAUMONT PLANT,30.060226,-94.058976,"{""type"":""Point"",""coordinates"":[-94.058976,30.060226]}",Chemicals,55007.492
ARKEMA INC CLEAR LAKE,29.624369,-95.062877,"{""type"":""Point"",""coordinates"":[-95.062877,29.624369]}",Chemicals,58681.98
"ARKEMA, INC.",37.04902,-88.3692,"{""type"":""Point"",""coordinates"":[-88.3692,37.04902]}","Chemicals,Industrial Gas Suppliers",1269515.098
ARMSTRONG CEMENT & SUPPLY,40.7948,-79.70017,"{""type"":""Point"",""coordinates"":[-79.70017,40.7948]}",Minerals,150925.5
ARMSTRONG WORLD IND MARIETTA CEILING PLT,40.0586,-76.58845,"{""type"":""Point"",""coordinates"":[-76.58845,40.0586]}",Other,72710.628
ARMSTRONG WORLD INDUSTRIES INC.,30.408671,-87.250165,"{""type"":""Point"",""coordinates"":[-87.250165,30.408671]}",Other,31673.98
"ARMSTRONG WORLD INDUSTRIES, INC.",45.844165,-122.817421,"{""type"":""Point"",""coordinates"":[-122.817421,45.844165]}",Other,18455.38
ARTESIA GAS PLANT,32.7564,-104.2111,"{""type"":""Point"",""coordinates"":[-104.2111,32.7564]}","Injection of CO2,Petroleum and Natural Gas Systems,Suppliers of CO2",108938.6599
ASARCO LLC AMARILLO COPPER RE FINERY,35.284533,-101.730042,"{""type"":""Point"",""coordinates"":[-101.730042,35.284533]}",Metals,59865.024
ASARCO LLC Hayden Operations,33.001796,-110.777946,"{""type"":""Point"",""coordinates"":[-110.777946,33.001796]}",Metals,49819.712
ASCEND PERFORMANCE MATERIALS CHOCOLATE BAYOU FACILITY,29.2567,-95.2144,"{""type"":""Point"",""coordinates"":[-95.2144,29.2567]}",Chemicals,593016.96
ASCEND PERFORMANCE MATERIALS LLC,34.23212,-82.0522,"{""type"":""Point"",""coordinates"":[-82.0522,34.23212]}",Other,45037.58
ASH GROVE CEMENT CO-CHANUTE PLANT,37.698902,-95.458814,"{""type"":""Point"",""coordinates"":[-95.458814,37.698902]}",Minerals,1015317.564
ASH GROVE CEMENT COMPANY,32.51993,97.0068,"{""type"":""Point"",""coordinates"":[97.0068,32.51993]}",Minerals,576068.7
ASH GROVE CEMENT COMPANY-DURKEE,44.5428,-117.4218,"{""type"":""Point"",""coordinates"":[-117.4218,44.5428]}",Minerals,715119.18
ASH GROVE CEMENT COMPANY-Louisville,41.005565,-96.154917,"{""type"":""Point"",""coordinates"":[-96.154917,41.005565]}",Minerals,741354.972
ASH GROVE CEMENT COMPANY-MONTANA CITY,46.54448,-111.92062,"{""type"":""Point"",""coordinates"":[-111.92062,46.54448]}",Minerals,338101.636
ASH GROVE CEMENT COMPANY-SEATTLE,47.56799,-122.34255,"{""type"":""Point"",""coordinates"":[-122.34255,47.56799]}",Minerals,495030.002
ASH GROVE CEMENT-FOREMAN,33.6953,-94.423,"{""type"":""Point"",""coordinates"":[-94.423,33.6953]}",Minerals,900421.388
ASHLAND #2 CMPSR STA,34.735908,-96.106025,"{""type"":""Point"",""coordinates"":[-96.106025,34.735908]}",Petroleum and Natural Gas Systems,21829.868
ASTORIA ENERGY LLC & ASTORIA ENERGY II LLC,40.7825,-73.8964,"{""type"":""Point"",""coordinates"":[-73.8964,40.7825]}",Power Plants,2643761.718
ATASCOCITA RECYCLING AND DISPOSAL FACILITY,29.95072,-95.24643,"{""type"":""Point"",""coordinates"":[-95.24643,29.95072]}",Waste,306673.5
ATHENS & CLARKE COUNTIES-DUNLAP ROAD LF,33.9257,-83.2634,"{""type"":""Point"",""coordinates"":[-83.2634,33.9257]}",Waste,51762.75
ATI Allvac - Monroe,34.98548,-80.517139,"{""type"":""Point"",""coordinates"":[-80.517139,34.98548]}",Metals,58378.768
ATI LADISH LLC,42.947167,-87.8615,"{""type"":""Point"",""coordinates"":[-87.8615,42.947167]}",Other,54771.044
ATK Launch Systems Inc,40.668293,-112.091903,"{""type"":""Point"",""coordinates"":[-112.091903,40.668293]}",Other,13082.2
ATK Launch Systems Inc,41.646081,-112.431023,"{""type"":""Point"",""coordinates"":[-112.431023,41.646081]}",Other,33530.988
"ATLANTIC COFFEE INDUSTRIAL SOLUTIONS, LLC",29.7458,-95.3375,"{""type"":""Point"",""coordinates"":[-95.3375,29.7458]}",Other,26500.142
ATLANTIC COUNTY LANDFILL,39.41745,-74.53969,"{""type"":""Point"",""coordinates"":[-74.53969,39.41745]}",Waste,30441.998
ATLANTIC WASTE DISPOSAL INC - SUSSEX COUNTY LAND,37.061279,-77.177106,"{""type"":""Point"",""coordinates"":[-77.177106,37.061279]}",Waste,100462.782
AUBURN SANITARY LANDFILL NO 2,42.951487,-76.586758,"{""type"":""Point"",""coordinates"":[-76.586758,42.951487]}",Waste,7019.598
AUDUBON METALS LLC,37.80644,-87.63343,"{""type"":""Point"",""coordinates"":[-87.63343,37.80644]}",Metals,43954.284
AUGUSTA COUNTY SVC AUTHORITY LANDFILL,38.0781,-79.0635,"{""type"":""Point"",""coordinates"":[-79.0635,38.0781]}",Waste,102457.9
